Container_ID,Declaration_Date,Declaration_Time,Trade_Regime,Origin_Country,Destination_Port,Destination_Country,HS_Code,Importer_ID,Exporter_ID,Declared_Value,Declared_Weight,Measured_Weight,Shipping_Line,Dwell_Time_Hours,Risk_Flag
10004907,2020-01-01,12:06:11,Import,BE,PORT_30,UG,620822,IMP966,EXP698,446838.75,8205.06,29352.487339340183,LINE_MODE_40,53.84,1
10004908,2020-01-01,15:56:43,Import,BE,PORT_20,UG,690722,IMP996,EXP660,7131642681.470288,250.85,250.85,LINE_MODE_10,73.8,1
10004909,2020-01-01,18:37:14,Import,BE,PORT_40,UG,940350,IMP269,EXP743,85233.23,7333.34,7329.917278361913,LINE_MODE_10,60.25,0
10004910,2020-01-01,01:57:07,Import,BE,PORT_30,UG,440890,IMP116,EXP619,452356.25,7346.92,7350.549229925343,LINE_MODE_40,31.4,0
10004911,2020-01-01,05:37:28,Import,BE,PORT_30,UG,620822,IMP577,EXP279,365448.93,9220.71,9224.829101630452,LINE_MODE_40,49.23,0
10004912,2020-01-01,22:29:45,Import,BE,PORT_30,UG,620822,IMP813,EXP215,393536.28,7169.22,7166.59894349657,LINE_MODE_40,10.42,0
10004913,2020-01-01,16:36:13,Import,BE,PORT_20,UG,851712,IMP974,EXP125,315255.06,3770.36,3770.3224941480435,LINE_MODE_40,69.79,0
10004914,2020-01-01,00:44:30,Import,BE,PORT_20,UG,851712,IMP566,EXP318,1065052860.4829861,3081.97,3081.97,LINE_MODE_10,23.24,1
10004915,2020-01-01,02:15:28,Import,BE,PORT_30,UG,690722,IMP281,EXP337,6395843450.73321,9395.7,9395.7,LINE_MODE_10,34.32,1
10004916,2020-01-01,08:01:02,Import,BE,PORT_40,UG,440890,IMP450,EXP885,283777.24,1338.0,1337.9737706834928,LINE_MODE_40,25.91,0
10004917,2020-01-01,21:38:02,Import,BE,PORT_20,UG,620822,IMP834,EXP243,379752.33,6349.88,26293.242888870504,LINE_MODE_40,10.67,1
10004918,2020-01-01,17:20:43,Import,BE,PORT_30,UG,071080,IMP130,EXP880,220075.46,2315.54,2319.2078695841046,LINE_MODE_10,40.38,0
10004919,2020-01-01,18:08:31,Import,BE,PORT_30,UG,620822,IMP238,EXP901,1.9044283997980305,8190.87,8190.87,LINE_MODE_10,36.78,1
10004920,2020-01-01,20:31:29,Import,BE,PORT_30,UG,940350,IMP541,EXP795,225144.11,8870.23,8871.374204339798,LINE_MODE_10,16.88,0
10004921,2020-01-01,02:56:40,Import,BE,PORT_30,UG,071080,IMP303,EXP692,459283.66,2004.62,2003.9212230946525,LINE_MODE_10,46.06,0
10004922,2020-01-01,17:18:33,Import,BE,PORT_30,UG,620822,IMP343,EXP392,299627.14,2135.94,2131.1289011270915,LINE_MODE_40,36.11,0
10004923,2020-01-01,13:43:37,Import,BE,PORT_20,UG,071080,IMP914,EXP760,138662.25,8586.51,8588.880049764504,LINE_MODE_10,49.13,0
10004924,2020-01-01,18:31:17,Import,BE,PORT_20,UG,071080,IMP603,EXP988,466775.49,9490.06,9490.458079302765,LINE_MODE_10,27.15,0
10004925,2020-01-01,05:25:56,Import,BE,PORT_40,UG,690722,IMP855,EXP264,130011.38,5196.7,5193.363977697583,LINE_MODE_40,39.31,0
10004926,2020-01-01,11:11:29,Import,BE,PORT_30,UG,851712,IMP836,EXP360,436831.16,4110.07,4107.674229315109,LINE_MODE_40,57.88,0
10004927,2020-01-01,19:48:37,Import,BE,PORT_40,UG,620822,IMP998,EXP878,52089.67,5866.34,20960.20800003693,LINE_MODE_10,30.85,1
10004928,2020-01-01,07:10:45,Import,BE,PORT_30,UG,071080,IMP257,EXP176,349480.04,4834.09,4832.634771910272,LINE_MODE_10,10.59,0
10004929,2020-01-01,05:14:52,Import,BE,PORT_30,UG,440890,IMP970,EXP594,313370.4,4675.31,4674.226669028375,LINE_MODE_10,17.07,0
10004930,2020-01-01,20:46:19,Import,BE,PORT_40,UG,620822,IMP158,EXP296,234102.0,4984.3,4986.5945795828275,LINE_MODE_40,72.83,0
10004931,2020-01-01,20:55:48,Import,BE,PORT_30,UG,690722,IMP547,EXP896,437315.62,750.7,752.8579697474945,LINE_MODE_10,23.19,0
10004932,2020-01-01,00:05:11,Import,BE,PORT_40,UG,940350,IMP360,EXP419,202142.61,370.32,366.986634006058,LINE_MODE_10,37.56,0
10004933,2020-01-01,02:16:31,Import,BE,PORT_20,UG,851712,IMP165,EXP507,356103.98,8362.91,8367.49636755881,LINE_MODE_40,11.47,0
10004934,2020-01-01,12:23:21,Import,BE,PORT_30,UG,071080,IMP802,EXP767,-8185.445102348734,5694.45,5694.45,LINE_MODE_40,66.65,1
10004935,2020-01-01,02:45:29,Import,BE,PORT_40,UG,620822,IMP603,EXP228,307562.33,9098.89,9101.064654179232,LINE_MODE_40,75.13,0
10004936,2020-01-01,17:01:57,Import,BE,PORT_30,UG,071080,IMP187,EXP152,54201.18,2226.35,2226.35,LINE_MODE_40,602.858737646002,1
10004937,2020-01-01,13:47:55,Import,BE,PORT_30,UG,851712,IMP397,EXP502,-6055.732190205882,2524.76,2524.76,LINE_MODE_40,76.08,1
10004938,2020-01-01,11:40:34,Import,BE,PORT_40,UG,440890,IMP685,EXP364,1149785811.560104,8568.8,8568.8,LINE_MODE_10,35.37,1
10004939,2020-01-01,18:05:47,Import,BE,PORT_30,UG,940350,IMP917,EXP372,20382.35,4603.23,4604.222120443259,LINE_MODE_10,49.34,0
10004940,2020-01-01,04:05:06,Import,BE,PORT_30,UG,071080,IMP721,EXP426,496115.4,1034.89,1031.7844354789338,LINE_MODE_40,66.27,0
10004941,2020-01-01,22:08:36,Import,BE,PORT_20,UG,440890,IMP228,EXP982,455985.65,2189.4,2186.61907943094,LINE_MODE_40,27.98,0
10004942,2020-01-01,05:38:38,Import,BE,PORT_40,UG,440890,IMP198,EXP471,111360.81,5680.4,5683.288687159386,LINE_MODE_40,13.41,0
10004943,2020-01-01,18:16:09,Import,BE,PORT_20,UG,440890,IMP712,EXP649,361542.25,8971.96,8969.547095844026,LINE_MODE_10,39.93,0
10004944,2020-01-01,23:48:57,Import,BE,PORT_20,UG,940350,IMP178,EXP120,348135.52,1230.41,1232.0133156774082,LINE_MODE_40,51.96,0
10004945,2020-01-01,15:52:02,Import,BE,PORT_40,UG,690722,IMP513,EXP946,246220.22,3383.11,3387.8874109804683,LINE_MODE_40,34.24,0
10004946,2020-01-01,22:07:26,Import,BE,PORT_20,UG,620822,IMP207,EXP255,179377.97,9079.08,9078.367081901737,LINE_MODE_40,23.01,0
10004947,2020-01-01,15:16:53,Import,BE,PORT_30,UG,690722,IMP902,EXP574,388536.94,7510.53,7510.110793183814,LINE_MODE_10,56.82,0
10004948,2020-01-01,07:38:24,Import,BE,PORT_20,UG,851712,IMP229,EXP902,162942.62,9062.68,9061.608460645668,LINE_MODE_10,37.19,0
10004949,2020-01-01,09:08:12,Import,BE,PORT_20,UG,940350,IMP103,EXP480,439411.94,9776.07,9772.28705666302,LINE_MODE_10,11.9,0
10004950,2020-01-01,23:35:12,Import,BE,PORT_30,UG,620822,IMP874,EXP704,207123.95,5053.27,5057.674719482555,LINE_MODE_40,69.48,0
10004951,2020-01-01,05:54:05,Import,BE,PORT_30,UG,071080,IMP420,EXP171,215216.1,7357.06,7358.349560199279,LINE_MODE_40,25.81,0
10004952,2020-01-01,06:28:06,Import,BE,PORT_40,UG,440890,IMP854,EXP635,212297.41,4753.0,4755.274382555981,LINE_MODE_10,63.25,0
10004953,2020-01-01,12:44:01,Import,BE,PORT_20,UG,690722,IMP557,EXP817,99272.68,4510.36,4512.283646733467,LINE_MODE_10,44.08,0
10004954,2020-01-01,08:45:31,Import,BE,PORT_40,UG,851712,IMP527,EXP976,291198.63,4095.61,4091.793366892336,LINE_MODE_40,43.4,0
10004955,2020-01-01,07:52:59,Import,BE,PORT_30,UG,690722,IMP925,EXP535,395374.73,6586.01,6581.537450887566,LINE_MODE_10,37.97,0
10004956,2020-01-01,00:52:21,Import,BE,PORT_40,UG,690722,IMP260,EXP557,330946.34,7544.5,7540.67561023733,LINE_MODE_10,45.84,0
10004957,2020-01-01,10:11:53,Import,BE,PORT_30,UG,620822,IMP847,EXP160,254225.63,2968.41,2967.627033660791,LINE_MODE_10,58.06,0
10004958,2020-01-01,20:46:17,Import,BE,PORT_30,UG,851712,IMP722,EXP135,89832.9,6394.52,6397.639980287421,LINE_MODE_10,77.22,0
10004959,2020-01-01,21:13:08,Import,BE,PORT_30,UG,851712,IMP698,EXP613,268719.5,7225.04,7223.03064527685,LINE_MODE_40,13.71,0
10004960,2020-01-01,22:55:07,Import,BE,PORT_20,UG,620822,IMP350,EXP574,424328.17,3166.21,3170.5240925515172,LINE_MODE_40,64.76,0
10004961,2020-01-01,16:43:26,Import,BE,PORT_30,UG,851712,IMP512,EXP524,208561.27,5790.11,5785.582831256995,LINE_MODE_40,70.23,0
10004962,2020-01-01,05:31:38,Import,BE,PORT_40,UG,071080,IMP838,EXP158,2.3447948117519415,3132.16,3132.16,LINE_MODE_10,60.78,1
10004963,2020-01-01,00:59:47,Import,BE,PORT_40,UG,690722,IMP378,EXP293,492181.48,2483.97,9203.693535201925,LINE_MODE_10,50.8,1
10004964,2020-01-01,11:22:22,Import,BE,PORT_30,UG,851712,IMP813,EXP334,408288.83,6581.89,6577.3814326349475,LINE_MODE_40,76.12,0
10004965,2020-01-01,07:55:24,Import,BE,PORT_20,UG,851712,IMP720,EXP502,394565.87,4843.65,4845.659788710102,LINE_MODE_10,24.57,0
10004966,2020-01-01,01:11:07,Import,BE,PORT_30,UG,071080,IMP874,EXP132,138846.47,3747.06,3746.5231392795163,LINE_MODE_40,33.96,0
10004967,2020-01-01,06:39:34,Import,BE,PORT_40,UG,851712,IMP875,EXP480,268562.77,7235.99,7232.477443532438,LINE_MODE_40,37.25,0
10004968,2020-01-01,23:07:13,Import,BE,PORT_30,UG,071080,IMP284,EXP885,100639.91,4773.42,4773.262790652865,LINE_MODE_10,77.56,0
10004969,2020-01-01,09:08:34,Import,BE,PORT_20,UG,071080,IMP625,EXP348,11803.49,4620.49,4617.000654538236,LINE_MODE_40,74.01,0
10004970,2020-01-01,08:51:36,Import,BE,PORT_30,UG,690722,IMP821,EXP814,451689.45,8965.41,8966.196982605074,LINE_MODE_40,13.53,0
10004971,2020-01-01,23:30:16,Import,BE,PORT_40,UG,851712,IMP840,EXP951,305042.76,7760.7,7761.2865124980135,LINE_MODE_40,31.57,0
10004972,2020-01-01,17:33:16,Import,BE,PORT_30,UG,620822,IMP751,EXP526,1.4750874536583514,9888.51,9888.51,LINE_MODE_10,25.42,1
10004973,2020-01-01,13:41:56,Import,BE,PORT_20,UG,851712,IMP404,EXP919,104083.98,5821.73,5816.890599376319,LINE_MODE_10,73.51,0
10004974,2020-01-01,12:53:25,Import,BE,PORT_40,UG,690722,IMP857,EXP801,385515.06,1864.93,1867.8683307686274,LINE_MODE_10,32.57,0
10004975,2020-01-01,14:39:20,Import,BE,PORT_40,UG,940350,IMP857,EXP963,134272.86,7787.77,7791.9471967222335,LINE_MODE_40,41.56,0
10004976,2020-01-01,02:08:28,Import,BE,PORT_40,UG,620822,IMP366,EXP492,462212.36,1289.59,1286.5591931938518,LINE_MODE_10,70.44,0
10004977,2020-01-01,03:47:54,Import,BE,PORT_30,UG,851712,IMP945,EXP824,65104.27,1094.94,1096.9796563899213,LINE_MODE_40,10.81,0
10004978,2020-01-01,17:19:32,Import,BE,PORT_40,UG,071080,IMP427,EXP647,447730.33,6590.26,6592.402339275198,LINE_MODE_10,62.73,0
10004979,2020-01-01,19:57:12,Import,BE,PORT_40,UG,620822,IMP223,EXP891,444926.93,3349.78,3346.2198304473504,LINE_MODE_10,75.12,0
10004980,2020-01-01,16:04:36,Import,BE,PORT_30,UG,940350,IMP274,EXP213,83735.26,3007.95,3010.789895448335,LINE_MODE_40,59.09,0
10004981,2020-01-01,23:05:25,Import,BE,PORT_20,UG,690722,IMP747,EXP381,464498.47,7498.02,7501.885892734559,LINE_MODE_40,15.12,0
10004982,2020-01-01,18:52:44,Import,BE,PORT_40,UG,071080,IMP139,EXP892,251609.91,6387.66,6383.252158892773,LINE_MODE_10,16.17,0
10004983,2020-01-01,11:42:59,Import,BE,PORT_40,UG,440890,IMP879,EXP512,63038.2,2815.83,2817.5680008274435,LINE_MODE_10,54.67,0
10004984,2020-01-01,07:00:59,Import,BE,PORT_30,UG,440890,IMP536,EXP207,140842.77,4499.39,4502.358098102164,LINE_MODE_10,18.72,0
10004985,2020-01-01,21:41:06,Import,BE,PORT_30,UG,851712,IMP526,EXP349,306260.35,4939.75,21151.45024503937,LINE_MODE_40,16.75,1
10004986,2020-01-01,20:04:55,Import,BE,PORT_40,UG,940350,IMP353,EXP270,496666.97,767.45,771.6530672354489,LINE_MODE_40,13.29,0
10004987,2020-01-01,03:00:47,Import,BE,PORT_30,UG,940350,IMP552,EXP960,398144.93,6555.09,6556.9895765294905,LINE_MODE_10,66.29,0
10004988,2020-01-01,06:09:04,Import,BE,PORT_30,UG,071080,IMP785,EXP650,228528.43,9912.46,9915.554981509555,LINE_MODE_10,15.25,0
10004989,2020-01-01,19:24:20,Import,BE,PORT_40,UG,440890,IMP429,EXP769,442601.83,3238.31,3233.904148545539,LINE_MODE_40,16.19,0
10004990,2020-01-01,04:50:06,Import,BE,PORT_20,UG,071080,IMP596,EXP831,4.7417992536551825,7672.84,7672.84,LINE_MODE_10,75.55,1
10004991,2020-01-01,16:48:44,Import,BE,PORT_20,UG,851712,IMP614,EXP732,491592.47,9929.86,9932.561741297908,LINE_MODE_40,62.06,0
10004992,2020-01-01,16:33:49,Import,BE,PORT_30,UG,620822,IMP730,EXP693,461646.21,6011.54,6012.514807138182,LINE_MODE_10,72.85,0
10004993,2020-01-01,18:57:28,Import,BE,PORT_20,UG,851712,IMP396,EXP651,133031.38,8981.81,8986.18644638838,LINE_MODE_40,20.09,0
10004994,2020-01-01,11:47:50,Import,BE,PORT_20,UG,071080,IMP682,EXP670,324071.44,6687.3,6684.167062732645,LINE_MODE_10,17.92,0
10004995,2020-01-01,20:32:16,Import,BE,PORT_20,UG,620822,IMP527,EXP452,1.2315133614758667,8903.35,8903.35,LINE_MODE_10,10.18,1
10004996,2020-01-01,09:16:54,Import,BE,PORT_30,UG,071080,IMP451,EXP989,459290.96,5785.04,5783.873253029517,LINE_MODE_10,57.27,0
10004997,2020-01-01,13:45:59,Import,BE,PORT_20,UG,690722,IMP462,EXP953,482294.41,1458.49,1453.7131337104,LINE_MODE_40,23.9,0
10004998,2020-01-01,02:00:02,Import,BE,PORT_20,UG,851712,IMP367,EXP412,317173.14,6129.94,6130.539105324808,LINE_MODE_10,12.08,0
10004999,2020-01-01,19:28:51,Import,BE,PORT_40,UG,940350,IMP836,EXP599,494360.62,6332.1,6329.494511754971,LINE_MODE_40,54.05,0
10005000,2020-01-01,21:06:13,Import,BE,PORT_40,UG,620822,IMP321,EXP705,292016.8,4463.94,4461.903953618377,LINE_MODE_40,30.2,0
10005001,2020-01-01,06:14:00,Import,BE,PORT_20,UG,440890,IMP954,EXP377,343824.42,3881.44,3877.273036629527,LINE_MODE_40,38.08,0
10005002,2020-01-01,03:09:58,Import,BE,PORT_40,UG,620822,IMP443,EXP595,377596.71,8662.26,8661.746805825316,LINE_MODE_40,38.3,0
10005003,2020-01-01,00:40:33,Import,BE,PORT_20,UG,071080,IMP237,EXP695,3910352212.6362677,816.43,816.43,LINE_MODE_10,64.51,1
10005004,2020-01-01,23:50:42,Import,BE,PORT_20,UG,851712,IMP440,EXP876,173946.34,3711.57,3715.8640711857624,LINE_MODE_40,34.27,0
10005005,2020-01-01,16:23:26,Import,BE,PORT_40,UG,851712,IMP205,EXP621,202283.68,5230.55,5232.857840023944,LINE_MODE_40,66.17,0
10005006,2020-01-01,14:21:54,Import,BE,PORT_40,UG,620822,IMP545,EXP245,89980.81,8793.93,8797.268707008167,LINE_MODE_40,77.64,0
10005007,2020-01-01,02:56:20,Import,BE,PORT_40,UG,851712,IMP651,EXP310,118718.16,3065.39,3063.514059503778,LINE_MODE_40,61.19,0
10005008,2020-01-01,19:28:27,Import,BE,PORT_40,UG,851712,IMP441,EXP743,26960.22,8423.51,8423.51,LINE_MODE_40,387.2307732188052,1
10005009,2020-01-01,12:28:19,Import,BE,PORT_40,UG,440890,IMP529,EXP142,313870.17,1483.5,1479.0564892560176,LINE_MODE_40,26.98,0
10005010,2020-01-01,06:18:39,Import,BE,PORT_40,UG,440890,IMP554,EXP538,218988.82,1198.38,1199.162963420906,LINE_MODE_10,50.92,0
10005011,2020-01-01,18:19:46,Import,BE,PORT_40,UG,940350,IMP892,EXP642,-4026.744607170211,2881.59,2881.59,LINE_MODE_10,20.44,1
10005012,2020-01-01,00:27:42,Import,BE,PORT_40,UG,690722,IMP851,EXP846,-6895.607995047471,4866.48,4866.48,LINE_MODE_40,27.96,1
10005013,2020-01-01,16:49:28,Import,BE,PORT_30,UG,940350,IMP770,EXP230,261604.26,257.28,257.9915300311548,LINE_MODE_40,12.0,0
10005014,2020-01-01,07:36:48,Import,BE,PORT_40,UG,440890,IMP603,EXP236,220136.05,3248.96,3251.0261877476933,LINE_MODE_40,25.43,0
10005015,2020-01-01,06:54:07,Import,BE,PORT_30,UG,620822,IMP436,EXP663,484049.51,8184.56,8187.379517894669,LINE_MODE_40,31.15,0
10005016,2020-01-01,06:32:59,Import,BE,PORT_20,UG,620822,IMP273,EXP843,491798.79,2393.54,2393.5530487240726,LINE_MODE_40,75.82,0
10005017,2020-01-01,03:04:46,Import,BE,PORT_20,UG,440890,IMP637,EXP437,254252.38,1025.22,1025.3498280466076,LINE_MODE_40,11.45,0
10005018,2020-01-01,00:10:27,Import,BE,PORT_30,UG,071080,IMP605,EXP379,398376.0,7071.15,7066.9576966032855,LINE_MODE_40,65.2,0
10005019,2020-01-01,19:07:47,Import,BE,PORT_30,UG,940350,IMP993,EXP359,357991.25,5519.02,5516.724356633097,LINE_MODE_10,47.9,0
10005020,2020-01-01,11:21:08,Import,BE,PORT_40,UG,940350,IMP358,EXP971,3.3066565946613684,5494.84,5494.84,LINE_MODE_10,38.91,1
10005021,2020-01-01,06:03:32,Import,BE,PORT_30,UG,690722,IMP200,EXP906,495431.65,2631.01,2626.2037292676755,LINE_MODE_10,48.46,0
10005022,2020-01-01,20:18:28,Import,BE,PORT_40,UG,690722,IMP156,EXP912,22708.6,2827.54,2829.714020190808,LINE_MODE_10,23.04,0
10005023,2020-01-01,05:22:01,Import,BE,PORT_40,UG,851712,IMP354,EXP177,304280.17,5142.65,5140.677624954597,LINE_MODE_10,28.69,0
10005024,2020-01-01,20:07:51,Import,BE,PORT_20,UG,440890,IMP833,EXP126,33397.93,5393.25,5394.546135907984,LINE_MODE_40,50.61,0
10005025,2020-01-01,05:39:40,Import,BE,PORT_20,UG,851712,IMP696,EXP373,289413.66,411.56,413.9279293114455,LINE_MODE_40,56.93,0
10005026,2020-01-01,20:22:37,Import,BE,PORT_30,UG,851712,IMP751,EXP448,381651.27,5820.86,5822.436341699963,LINE_MODE_10,43.05,0
10005027,2020-01-01,10:00:07,Import,BE,PORT_40,UG,440890,IMP462,EXP141,447141.19,3654.04,3654.8316814104987,LINE_MODE_40,23.22,0
10005028,2020-01-01,12:39:03,Import,BE,PORT_20,UG,440890,IMP238,EXP360,77984.95,152.02,148.2059511742435,LINE_MODE_40,58.96,0
10005029,2020-01-01,08:26:52,Import,BE,PORT_20,UG,851712,IMP913,EXP585,161150.9,1826.17,1821.3817935971883,LINE_MODE_40,34.15,0
10005030,2020-01-01,03:23:14,Import,BE,PORT_40,UG,690722,IMP408,EXP964,160438.08,4868.64,4869.458986721245,LINE_MODE_40,50.05,0
10005031,2020-01-01,00:46:50,Import,BE,PORT_40,UG,940350,IMP499,EXP499,475912.23,9908.15,9909.898362805245,LINE_MODE_40,69.01,0
10005032,2020-01-01,22:00:57,Import,BE,PORT_30,UG,071080,IMP624,EXP639,105953.86,1777.55,1774.0725458793206,LINE_MODE_10,71.91,0
10005033,2020-01-01,18:58:38,Import,BE,PORT_20,UG,071080,IMP910,EXP729,208915.13,9125.05,9120.452557828881,LINE_MODE_40,16.95,0
10005034,2020-01-01,13:19:00,Import,BE,PORT_40,UG,940350,IMP212,EXP956,341684.0,2007.9,2007.2934618113068,LINE_MODE_40,32.48,0
10005035,2020-01-01,09:26:15,Import,BE,PORT_30,UG,620822,IMP641,EXP809,363166.86,9928.23,9927.927464383369,LINE_MODE_40,49.03,0
10005036,2020-01-01,12:59:59,Import,BE,PORT_30,UG,071080,IMP685,EXP904,146181.89,1347.0,1350.7718857159443,LINE_MODE_40,20.91,0
10005037,2020-01-01,14:54:40,Import,BE,PORT_20,UG,940350,IMP195,EXP119,467325.64,2517.07,2517.07,LINE_MODE_40,395.2058631184497,1
10005038,2020-01-01,08:54:45,Import,BE,PORT_30,UG,851712,IMP855,EXP695,482905.1,9280.78,9278.862345085616,LINE_MODE_40,51.28,0
10005039,2020-01-01,13:47:11,Import,BE,PORT_40,UG,940350,IMP624,EXP979,-1675.6114049031244,6296.75,6296.75,LINE_MODE_10,39.28,1
10005040,2020-01-01,04:56:42,Import,BE,PORT_20,UG,620822,IMP431,EXP534,4.739880761258642,9503.7,9503.7,LINE_MODE_10,48.96,1
10005041,2020-01-01,06:08:41,Import,BE,PORT_20,UG,690722,IMP150,EXP229,450610.41,8767.5,8769.648845947386,LINE_MODE_40,54.28,0
10005042,2020-01-01,23:36:33,Import,BE,PORT_40,UG,071080,IMP445,EXP556,422579.65,8052.08,8052.49697692642,LINE_MODE_40,25.48,0
10005043,2020-01-01,06:01:57,Import,BE,PORT_30,UG,690722,IMP261,EXP135,19163.87,3021.5,3018.300799561855,LINE_MODE_40,46.36,0
10005044,2020-01-01,08:31:55,Import,BE,PORT_20,UG,690722,IMP734,EXP575,66155.88,3090.13,3089.566909197345,LINE_MODE_10,66.51,0
10005045,2020-01-01,16:19:18,Import,BE,PORT_20,UG,440890,IMP898,EXP707,9024207572.67009,711.21,711.21,LINE_MODE_10,60.25,1
10005046,2020-01-01,01:11:06,Import,BE,PORT_30,UG,620822,IMP768,EXP338,34248.63,6840.86,6837.150280547598,LINE_MODE_40,27.63,0
10005047,2020-01-01,17:20:37,Import,BE,PORT_40,UG,071080,IMP594,EXP287,129928.65,4023.77,4022.050699187033,LINE_MODE_40,44.66,0
10005048,2020-01-01,19:06:12,Import,BE,PORT_40,UG,620822,IMP421,EXP151,484015.13,3084.8,3087.5388250670653,LINE_MODE_10,33.63,0
10005049,2020-01-01,16:42:15,Import,BE,PORT_40,UG,620822,IMP189,EXP198,445139.61,6580.02,6580.380080982199,LINE_MODE_10,20.17,0
10005050,2020-01-01,22:34:14,Import,BE,PORT_40,UG,851712,IMP225,EXP250,59477.23,1739.5,1739.877909516955,LINE_MODE_10,38.18,0
10005051,2020-01-01,02:27:17,Import,BE,PORT_30,UG,071080,IMP728,EXP238,442385.34,655.04,659.2138788719591,LINE_MODE_10,52.9,0
10005052,2020-01-01,14:34:18,Import,BE,PORT_20,UG,851712,IMP251,EXP630,204875.96,1786.88,1787.071838616885,LINE_MODE_40,68.88,0
10005053,2020-01-01,10:15:53,Import,BE,PORT_20,UG,071080,IMP344,EXP328,0.7596255867713808,3853.84,3853.84,LINE_MODE_40,58.15,1
10005054,2020-01-01,13:16:21,Import,BE,PORT_20,UG,940350,IMP956,EXP823,148802.76,7048.37,7051.9314437804915,LINE_MODE_40,55.69,0
10005055,2020-01-01,10:42:49,Import,BE,PORT_20,UG,851712,IMP528,EXP971,456747.06,9352.58,9353.993703411716,LINE_MODE_10,16.26,0
10005056,2020-01-01,21:23:52,Import,BE,PORT_20,UG,440890,IMP277,EXP924,188256.51,2965.77,2966.255522523491,LINE_MODE_40,63.7,0
10005057,2020-01-01,05:32:44,Import,BE,PORT_40,UG,440890,IMP963,EXP427,385760.58,4751.25,4749.687273370881,LINE_MODE_10,75.18,0
10005058,2020-01-01,18:14:00,Import,BE,PORT_40,UG,851712,IMP811,EXP200,399600.02,5624.34,5619.5221009561465,LINE_MODE_10,44.29,0
10005059,2020-01-01,14:55:40,Import,BE,PORT_40,UG,851712,IMP207,EXP349,146768.89,7033.21,7032.542556587551,LINE_MODE_10,76.66,0
10005060,2020-01-01,20:22:06,Import,BE,PORT_30,UG,071080,IMP319,EXP744,126875.65,2540.32,6922.808270941511,LINE_MODE_40,45.38,1
10005061,2020-01-01,10:47:41,Import,BE,PORT_40,UG,940350,IMP773,EXP556,61309.88,9963.81,9963.718465615071,LINE_MODE_10,78.68,0
10005062,2020-01-01,03:40:42,Import,BE,PORT_40,UG,940350,IMP548,EXP834,2601094438.935191,1745.18,1745.18,LINE_MODE_40,11.41,1
10005063,2020-01-01,00:52:18,Import,BE,PORT_20,UG,071080,IMP420,EXP543,29970.22,2665.73,2666.3726294637545,LINE_MODE_10,48.98,0
10005064,2020-01-01,07:40:18,Import,BE,PORT_40,UG,440890,IMP245,EXP450,317050.47,3316.24,3312.8259340567542,LINE_MODE_10,56.4,0
10005065,2020-01-01,02:01:40,Import,BE,PORT_40,UG,851712,IMP906,EXP365,372836.38,4893.15,4893.15,LINE_MODE_40,563.2026449614509,1
10005066,2020-01-01,10:45:04,Import,BE,PORT_30,UG,690722,IMP606,EXP786,405960.81,1219.9,1218.6743806784991,LINE_MODE_40,17.36,0
10005067,2020-01-01,06:01:14,Import,BE,PORT_30,UG,440890,IMP128,EXP830,301274.17,6877.44,29897.21040621997,LINE_MODE_40,35.01,1
10005068,2020-01-01,20:02:49,Import,BE,PORT_30,UG,071080,IMP696,EXP167,402994.13,2127.01,2129.4440092585114,LINE_MODE_40,49.2,0
10005069,2020-01-01,01:33:05,Import,BE,PORT_20,UG,690722,IMP804,EXP574,348563.37,7412.42,7408.042650185761,LINE_MODE_10,18.96,0
10005070,2020-01-01,13:59:41,Import,BE,PORT_20,UG,690722,IMP544,EXP574,178996.23,3382.35,3387.0465917152746,LINE_MODE_40,72.89,0
10005071,2020-01-01,17:27:22,Import,BE,PORT_20,UG,940350,IMP144,EXP592,182532.36,7664.55,7668.629768801883,LINE_MODE_10,41.21,0
10005072,2020-01-01,04:57:03,Import,BE,PORT_20,UG,940350,IMP135,EXP331,377727.25,8691.64,8690.46204006626,LINE_MODE_40,13.97,0
10005073,2020-01-01,04:14:35,Import,BE,PORT_20,UG,940350,IMP163,EXP473,14658.05,4147.03,4146.447830353826,LINE_MODE_10,48.94,0
10005074,2020-01-01,23:51:30,Import,BE,PORT_30,UG,440890,IMP726,EXP579,371366.55,2704.57,2703.8936021799173,LINE_MODE_10,13.97,0
10005075,2020-01-01,08:09:35,Import,BE,PORT_20,UG,071080,IMP529,EXP885,367272.27,9554.15,9549.724779479304,LINE_MODE_10,50.24,0
10005076,2020-01-01,17:31:47,Import,BE,PORT_30,UG,851712,IMP145,EXP780,227107.47,3872.09,3874.9513285614403,LINE_MODE_10,79.6,0
10005077,2020-01-01,09:22:57,Import,BE,PORT_30,UG,071080,IMP929,EXP257,156478.4,2454.56,2450.3743420151127,LINE_MODE_10,69.27,0
10005078,2020-01-01,02:01:54,Import,BE,PORT_30,UG,071080,IMP982,EXP489,42081.12,6514.34,6517.614566348591,LINE_MODE_40,68.76,0
10005079,2020-01-01,20:53:52,Import,BE,PORT_20,UG,071080,IMP584,EXP892,227001.03,7146.79,7151.096594340135,LINE_MODE_40,48.53,0
10005080,2020-01-01,16:18:30,Import,BE,PORT_40,UG,440890,IMP873,EXP296,292741.22,7220.41,7224.424094861083,LINE_MODE_40,64.8,0
10005081,2020-01-01,14:52:34,Import,BE,PORT_30,UG,851712,IMP883,EXP349,376959.43,3792.15,3791.61659044317,LINE_MODE_10,68.91,0
